BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;21;35;12;14;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;20;6;12;4;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;1;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;1;0;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;1;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;HAVO/VWO lj 3;N.v.t.;N.v.t.;0017;Ljvb op VWO;0;0;0;0;37;38;0;0;0;0;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;57;56;0;0;0;0;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;22;12;0;0;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;57;49;22;3;0;0;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VMBO TL lj 3-4;Techniek;N.v.t.;2211;LWOO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;0;1;0;0;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;6;31;0;0;0;0
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;6;0;3;0;5
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;25;15;18;22;14;20
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;11;11;9;15;4;20
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;21;5;5;4;7;8
20JX;04;vest, Dr.-Knippenbergcollege;HELMOND;Noord-Brabant;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;2;0;3;2
20JX;11;vest. Praktijkschool Helmond;HELMOND;Noord-Brabant;Praktijkonderwijs alle vj;N.v.t.;N.v.t.;0090;Praktijkonderwijs;39;18;30;22;20;12;18;7;17;8;3;4
20KA;00;Groenewald;STEIN LB;Limburg;Brugjaar 1-2;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;147;151;0;0;0;0;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;0;0;23;33;0;0;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;Brugjaar 1-2;N.v.t.;N.v.t.;0033;Ljvb op VMBO-Bbg/Kbg Lw;0;0;10;16;0;0;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;16;25;0;0;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;6;11;0;0;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;51;65;0;0;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;38;56;0;0;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;0;6;2;9;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;26;15;18;12;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;2;7;2;6;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;8;16;7;14;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;2;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;12;7;7;9;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;0;2;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;24;19;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;9;5;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;46;29;0;0;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;5;6;5;10;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;22;30;17;36;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;15;10;17;7;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;22;5;26;6;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;21;14;10;35;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;2;0;0;0;0
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;1;2;1;0;0;1
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;6;8;3;1;2;2
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;2;4;3;1;4;4
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;2;11;2;7
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;5;2;0;0
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;4;14;1;4;2;4
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;1;2;0;1;0;1
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;8;3;0;0;1;0
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;1;1;3;0;2;1
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;1;0;12;8;3;5
20KA;00;Groenewald;STEIN LB;Limburg;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;3;4;3;5
20KD;00;SSVO De Einder;'S-GRAVENHAGE;Zuid-Holland;Praktijkonderwijs alle vj;N.v.t.;N.v.t.;0090;Praktijkonderwijs;37;15;25;19;17;15;23;17;26;11;15;15
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;15;34;13;15;0;0;0;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0017;Ljvb op VWO;3;17;0;0;0;0;0;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;12;20;37;40;0;0;0;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;11;26;24;38;0;0;0;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;15;13;22;28;0;0;0;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;3;9;2;5;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;23;45;34;26;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;19;12;11;14;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;8;7;4;5;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;2;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;3;4;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;31;47;0;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;33;29;0;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;35;43;36;37;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;1;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;7;3;16;5;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;7;24;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;2;0;0;0;0;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;5;1;2;0;1
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;6;11;15;17;17;21
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;9;19;9;8;6;15
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;10;2;10;8;16;11
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;1;0
20KQ;00;Openbare SGM Apeldoorn;APELDOORN;Gelderland;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;3
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0013;Ljvb op VMBO-Th/Gm Lw;8;5;10;2;0;0;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;9;5;8;2;0;0;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;7;7;15;14;0;0;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0033;Ljvb op VMBO-Bbg/Kbg Lw;8;8;9;3;0;0;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0041;Lj LWOO vb op Bbg Lw;0;1;3;5;0;0;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0043;Lj LWOO vb op Kbg Lw;10;10;12;8;0;0;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0044;Lj LWOO vb op Th/Gm Lw;5;6;3;5;0;0;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0045;Lj LWOO vb op Bbg/Kbg Lw;1;2;8;9;0;0;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Economie;Horeca, bakkerij en recreatie;6511;VMBO BB Horeca, bakkerij en recreatie;0;0;0;0;5;5;5;1;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Economie;Horeca, bakkerij en recreatie;6555;LWOO BB Horeca, bakkerij en recreatie;0;0;0;0;0;0;2;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Economie;Horeca, bakkerij en recreatie;7511;VMBO BB LWT Horeca, bakkerij en recreatie;0;0;0;0;0;0;0;1;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Economie;Horeca, bakkerij en recreatie;7555;LWOO BB LWT Horeca, bakkerij en recreatie;0;0;0;0;0;0;1;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;6911;VMBO BB Dienstverlening en producten;0;0;0;0;7;2;2;3;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;6955;LWOO BB Dienstverlening en producten;0;0;0;0;6;2;0;4;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;7911;VMBO BB LWT Dienstverlening en producten;0;0;0;0;0;0;1;1;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;7955;LWOO BB LWT Dienstverlening en producten;0;0;0;0;0;0;0;1;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;4;2;4;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6155;LWOO BB Produceren, installeren en energie;0;0;0;0;3;0;3;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;7111;VMBO BB LWT Produceren, installeren en energie;0;0;0;0;0;0;1;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;7155;LWOO BB LWT Produceren, installeren en energie;0;0;0;0;0;0;1;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO GL lj 3-4;Economie;Horeca, bakkerij en recreatie;6531;VMBO GL Horeca, bakkerij en recreatie;0;0;0;0;2;1;1;1;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO GL lj 3-4;Economie;Horeca, bakkerij en recreatie;6575;LWOO GL Horeca, bakkerij en recreatie;0;0;0;0;1;2;0;1;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO GL lj 3-4;Intersect. programma;Dienstverlening en producten;6931;VMBO GL Dienstverlening en producten;0;0;0;0;2;6;1;1;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO GL lj 3-4;Intersect. programma;Dienstverlening en producten;6975;LWOO GL Dienstverlening en producten;0;0;0;0;1;1;0;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO GL lj 3-4;Techniek;Produceren, installeren en energie;6131;VMBO GL Produceren, installeren en energie;0;0;0;0;2;1;4;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO GL lj 3-4;Techniek;Produceren, installeren en energie;6175;LWOO GL Produceren, installeren en energie;0;0;0;0;1;0;1;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO KL lj 3-4;Economie;Horeca, bakkerij en recreatie;6521;VMBO KB Horeca, bakkerij en recreatie;0;0;0;0;8;2;7;10;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO KL lj 3-4;Economie;Horeca, bakkerij en recreatie;6565;LWOO KB Horeca, bakkerij en recreatie;0;0;0;0;2;3;3;3;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO KL lj 3-4;Intersect. programma;Dienstverlening en producten;6921;VMBO KB Dienstverlening en producten;0;0;0;0;5;9;6;12;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO KL lj 3-4;Intersect. programma;Dienstverlening en producten;6965;LWOO KB Dienstverlening en producten;0;0;0;0;5;5;1;3;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;8;0;14;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6165;LWOO KB Produceren, installeren en energie;0;0;0;0;6;2;4;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;2;0;2;2;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO TL lj 3-4;Economie;N.v.t.;2213;LWOO/Theor Lw-Profiel Economie;0;0;0;0;2;1;2;0;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;0;3;0;0;0;0
20KQ;04;Locatie, Edison College;APELDOORN;Gelderland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;2212;LWOO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;0;1;0;0;0;0
20KQ;06;Openbare SGM Apeldoorn;APELDOORN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;50;27;0;0;0;0;0;0;0;0;0;0
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;53;61;66;57;0;0;0;0;0;0;0;0
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;56;74;0;0;0;0;0;0
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;2;7;3;14;4;10
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;26;21;18;17;5;0
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;20;18
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;17;31;10;20;8;8
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid / Cultuur en Maatschappij;0277;VWO-GYM Prf Nat/Gezond & Cul/Maat;0;0;0;0;0;0;0;0;0;0;0;1
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;30;17;35;23;1;0
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek / Cultuur en Maatschappij;0276;VWO-GYM Prf Nat/Tech & Cul/Maat;0;0;0;0;0;0;0;0;0;0;1;0
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;1;0;0;40;32
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4021;VWO-GYM NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1
20KZ;00;Joh De Wittgymnasium;DORDRECHT;Zuid-Holland;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4026;VWO-GYM NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;4;4
20LA;00;Opb SGM Esdal College;EMMEN;Drenthe;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;63;104;0;0;0;0;0;0;0;0;0;0
