SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2018;16PK;00;CSG Calvijn;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1027;wisD;wiskunde D;;0;0;8;7,5;0;,0;0;,0;0;,0;7,5;,0
2018;16PK;00;CSG Calvijn;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1028;schk;scheikunde;;0;0;44;6,0;44;6,0;44;5,9;44;5,9;6,0;,0
2018;16PK;00;CSG Calvijn;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;7;7,2;7;7,2;7;6,0;7;6,0;6,6;,0
2018;16PK;00;CSG Calvijn;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1035;nlt;natuur, leven en technologie;;0;0;14;6,8;0;,0;0;,0;0;,0;6,9;,0
2018;16PK;00;CSG Calvijn;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1060;gds;godsdienst;;0;0;76;7,7;0;,0;0;,0;0;,0;7,7;,0
2018;16PK;00;CSG Calvijn;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1110;ltc;Latijnse taal en cultuur;;0;0;30;5,7;30;5,7;30;5,9;30;5,9;5,8;,0
2018;16PK;00;CSG Calvijn;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1111;gtc;Griekse taal en cultuur;;0;0;9;6,2;9;6,2;9;6,2;9;6,2;6,1;,0
2018;16PK;00;CSG Calvijn;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,4
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0131;ak;aardrijkskunde;;0;0;1;8,2;1;8,2;1;8,0;1;8,0;8,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0251;m&o;management en organisatie;;0;0;1;7,5;1;7,5;1;6,9;1;6,9;7,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;G;3;3;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;V;2;2;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;5;7,4;5;7,4;5;6,9;5;6,9;7,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;5;8,0;5;8,0;5;7,4;5;7,4;7,4;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;4;7,1;4;7,1;4;7,9;4;7,9;7,5;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;2;7,3;2;7,3;2;6,4;2;6,4;7,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1018;biol;biologie;;0;0;2;7,0;2;7,0;2;7,0;2;7,0;7,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1019;maat;maatschappijleer;;0;0;5;7,6;0;,0;0;,0;0;,0;7,6;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;5;5;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1021;ges;geschiedenis;;0;0;3;7,0;3;7,0;3;5,9;3;5,9;6,3;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1022;econ;economie;;0;0;4;6,6;4;6,6;4;6,6;4;6,6;6,5;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1023;nat;natuurkunde;;0;0;2;7,3;2;7,3;2;7,9;2;7,9;7,5;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1024;wisA;wiskunde A;;0;0;2;7,5;2;7,5;2;7,2;2;7,2;7,5;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1025;wisB;wiskunde B;;0;0;3;7,1;3;7,1;3;7,1;3;7,1;7,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1027;wisD;wiskunde D;;0;0;2;8,5;0;,0;0;,0;0;,0;8,5;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1028;schk;scheikunde;;0;0;2;7,1;2;7,1;2;7,7;2;7,7;7,5;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1093;khtl;klassiek Hebreeuwse taal en literatuur;;0;0;5;8,2;0;,0;0;,0;0;,0;8,2;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1094;mhtl;modern Hebreeuwse taal en literatuur;;0;0;4;8,0;0;,0;0;,0;0;,0;8,0;,0
2018;16PN;00;Joodse SGM Maimonides;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;8,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0131;ak;aardrijkskunde;;0;0;39;6,8;39;6,8;39;6,4;39;6,4;6,5;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0161;in;informatica;;0;0;23;7,6;0;,0;0;,0;0;,0;7,6;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0270;te;tekenen;;0;0;25;6,8;25;6,8;25;7,0;25;7,0;7,0;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0311;fi;filosofie;;0;0;33;7,1;33;7,1;33;6,5;33;6,5;6,8;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;G;104;104;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;V;15;15;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;119;6,7;119;6,7;119;6,3;119;6,3;6,5;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;118;7,3;118;7,3;118;7,1;118;7,1;7,2;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;68;6,8;68;6,8;68;6,4;68;6,4;6,6;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;50;6,8;50;6,8;50;6,0;50;6,0;6,4;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1018;biol;biologie;;0;0;50;6,5;50;6,5;50;5,9;50;5,9;6,3;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1019;maat;maatschappijleer;;0;0;94;7,2;0;,0;0;,0;0;,0;7,2;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;35;35;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;49;49;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1021;ges;geschiedenis;;0;0;63;6,4;63;6,4;63;6,1;63;6,1;6,3;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1022;econ;economie;;0;0;59;6,7;59;6,7;59;6,3;59;6,3;6,5;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1023;nat;natuurkunde;;0;0;48;6,1;48;6,1;48;5,9;48;5,9;6,0;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1024;wisA;wiskunde A;;0;0;48;6,5;48;6,5;48;6,2;48;6,2;6,4;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1025;wisB;wiskunde B;;0;0;55;6,6;55;6,6;55;6,7;55;6,7;6,6;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1026;wisC;wiskunde C;;0;0;15;6,8;15;6,8;15;6,0;15;6,0;6,4;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1027;wisD;wiskunde D;;0;0;7;7,6;0;,0;0;,0;0;,0;7,6;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1028;schk;scheikunde;;0;0;55;6,2;55;6,2;55;6,2;55;6,2;6,2;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1032;kudr;kunst (drama);;0;0;21;7,3;21;7,3;21;6,4;21;6,4;6,9;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1034;maw;maatschappijwetenschappen;;0;0;52;6,7;52;6,7;52;5,9;52;5,9;6,3;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1110;ltc;Latijnse taal en cultuur;;0;0;10;6,8;10;6,8;10;7,5;10;7,5;7,2;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1111;gtc;Griekse taal en cultuur;;0;0;2;7,7;2;7,7;2;8,1;2;8,1;8,0;,0
2018;16PS;00;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,6
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0131;ak;aardrijkskunde;;0;0;5;7,0;5;7,0;5;6,1;5;6,1;6,6;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0161;in;informatica;;0;0;10;6,7;0;,0;0;,0;0;,0;6,8;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;G;3;3;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;V;13;13;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;17;6,3;17;6,3;17;5,5;17;5,5;5,9;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;17;7,1;17;7,1;17;6,5;17;6,5;6,9;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;8;6,6;8;6,6;8;5,8;8;5,8;6,3;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;5;6,7;5;6,7;5;6,6;5;6,6;6,6;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1008;tutl;Turkse taal en literatuur;;0;0;4;8,3;4;8,3;4;7,1;4;7,1;7,5;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1009;artl;Arabische taal en literatuur;;0;0;1;9,5;1;9,5;1;8,7;1;8,7;9,0;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1018;biol;biologie;;0;0;9;6,1;8;6,3;9;5,6;8;5,9;6,3;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1019;maat;maatschappijleer;;0;0;13;6,4;0;,0;0;,0;0;,0;6,6;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;2;2;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;11;11;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1021;ges;geschiedenis;;0;0;8;6,6;8;6,6;8;6,2;8;6,2;6,6;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1022;econ;economie;;0;0;5;7,4;5;7,4;5;6,9;5;6,9;7,2;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1023;nat;natuurkunde;;0;0;9;6,3;9;6,3;9;6,3;9;6,3;6,2;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1024;wisA;wiskunde A;;0;0;6;6,5;6;6,5;6;7,7;6;7,7;7,3;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1025;wisB;wiskunde B;;0;0;8;6,8;8;6,8;8;7,1;8;7,1;7,1;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1026;wisC;wiskunde C;;0;0;3;5,5;3;5,5;3;7,1;3;7,1;6,3;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1028;schk;scheikunde;;0;0;9;6,1;9;6,1;9;6,6;9;6,6;6,2;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;4;7,6;4;7,6;4;7,0;4;7,0;7,3;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1034;maw;maatschappijwetenschappen;;0;0;4;6,3;4;6,3;4;6,8;4;6,8;6,8;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1035;nlt;natuur, leven en technologie;;0;0;7;6,5;0;,0;0;,0;0;,0;6,6;,0
2018;16PS;07;Montessori SGM Amsterdam;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,7
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;0131;ak;aardrijkskunde;;0;0;41;6,4;41;6,4;41;6,2;41;6,2;6,3;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;0161;in;informatica;;0;0;26;7,4;0;,0;0;,0;0;,0;7,5;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;0251;m&o;management en organisatie;;0;0;35;6,3;35;6,3;35;5,9;35;5,9;6,1;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;0301;anw;algemene natuurwetenschappen;;0;0;74;7,1;0;,0;0;,0;0;,0;7,3;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;G;51;51;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;V;22;22;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;76;6,6;76;6,6;76;6,1;76;6,1;6,4;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;75;7,0;75;7,0;75;6,8;75;6,8;6,9;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;27;6,8;27;6,8;27;6,5;27;6,5;6,6;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;53;6,5;53;6,5;53;6,3;53;6,3;6,4;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1018;biol;biologie;;0;0;38;6,3;38;6,3;38;6,0;38;6,0;6,2;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1019;maat;maatschappijleer;;0;0;74;7,1;0;,0;0;,0;0;,0;7,2;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;43;43;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;31;31;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1021;ges;geschiedenis;;0;0;48;6,7;48;6,7;48;5,6;48;5,6;6,1;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1022;econ;economie;;0;0;46;6,3;46;6,3;46;6,4;46;6,4;6,3;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1023;nat;natuurkunde;;0;0;29;6,4;29;6,4;29;6,9;29;6,9;6,8;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1024;wisA;wiskunde A;;0;0;41;6,6;41;6,6;41;6,8;41;6,8;6,8;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1025;wisB;wiskunde B;;0;0;31;6,8;31;6,8;31;7,2;31;7,2;7,1;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1026;wisC;wiskunde C;;0;0;3;6,0;3;6,0;3;6,7;3;6,7;6,0;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1027;wisD;wiskunde D;;0;0;2;8,1;0;,0;0;,0;0;,0;8,5;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1028;schk;scheikunde;;0;0;36;6,5;36;6,5;36;6,5;36;6,5;6,6;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;7;7,0;7;7,0;7;6,3;7;6,3;6,6;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1031;kumu;kunst (muziek);;0;0;5;7,0;5;7,0;5;6,9;5;6,9;6,8;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1060;gds;godsdienst;;0;0;75;7,2;0;,0;0;,0;0;,0;7,3;,0
2018;16QA;00;Chr SGM De Lage Waard;0590;PAPENDRECHT;PAPENDRECHT;Zuid-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,6
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;0131;ak;aardrijkskunde;;0;0;25;6,3;25;6,3;25;5,8;25;5,8;6,2;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;0161;in;informatica;;0;0;17;7,2;0;,0;0;,0;0;,0;7,3;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;0251;m&o;management en organisatie;;0;0;12;6,5;12;6,5;12;6,2;12;6,2;6,3;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;0301;anw;algemene natuurwetenschappen;;0;0;59;6,6;0;,0;0;,0;0;,0;6,6;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;0311;fi;filosofie;;0;0;24;6,9;24;6,9;24;6,4;24;6,4;6,7;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;0353;lo;lichamelijke opvoeding;G;54;54;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;0353;lo;lichamelijke opvoeding;V;11;11;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;65;6,7;65;6,7;65;5,9;65;5,9;6,3;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1002;entl;Engelse taal en literatuur;;0;0;65;6,7;65;6,7;65;6,8;65;6,8;6,8;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1003;fatl;Franse taal en literatuur;;0;0;36;6,3;36;6,3;36;5,9;36;5,9;6,2;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1004;dutl;Duitse taal en literatuur;;0;0;25;6,4;25;6,4;25;6,2;25;6,2;6,4;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1018;biol;biologie;;0;0;36;6,1;36;6,1;36;6,0;36;6,0;6,1;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1019;maat;maatschappijleer;;0;0;58;6,5;0;,0;0;,0;0;,0;6,6;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1020;ckv;culturele en kunstzinnige vorming;G;41;41;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1020;ckv;culturele en kunstzinnige vorming;V;15;15;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1021;ges;geschiedenis;;0;0;35;6,6;35;6,6;35;6,8;35;6,8;6,7;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1022;econ;economie;;0;0;32;6,5;32;6,5;32;7,1;32;7,1;6,8;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1023;nat;natuurkunde;;0;0;35;6,7;35;6,7;35;6,8;35;6,8;6,7;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1024;wisA;wiskunde A;;0;0;36;6,7;36;6,7;36;6,8;36;6,8;6,8;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1025;wisB;wiskunde B;;0;0;27;6,5;27;6,5;27;7,0;27;7,0;6,8;,0
2018;16QH;01;De Nassau;0758;BREDA;BREDA;Noord-Brabant;VWO;1026;wisC;wiskunde C;;0;0;2;5,9;2;5,9;2;5,7;2;5,7;5,5;,0
