SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2018;00CB;01;SGM VO Vrije Schoolond;0355;ZEIST;ZEIST;Utrecht;HAVO;1023;nat;natuurkunde;;0;0;3;7,2;3;7,2;3;6,8;3;6,8;7,0;,0
2018;00CB;01;SGM VO Vrije Schoolond;0355;ZEIST;ZEIST;Utrecht;HAVO;1024;wisA;wiskunde A;;0;0;22;6,5;22;6,5;22;6,0;22;6,0;6,3;,0
2018;00CB;01;SGM VO Vrije Schoolond;0355;ZEIST;ZEIST;Utrecht;HAVO;1025;wisB;wiskunde B;;0;0;12;6,8;12;6,8;12;7,0;12;7,0;7,2;,0
2018;00CB;01;SGM VO Vrije Schoolond;0355;ZEIST;ZEIST;Utrecht;HAVO;1028;schk;scheikunde;;0;0;14;6,6;14;6,6;14;7,4;14;7,4;7,1;,0
2018;00CB;01;SGM VO Vrije Schoolond;0355;ZEIST;ZEIST;Utrecht;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;27;7,3;16;7,3;16;6,7;16;6,7;7,1;,0
2018;00CB;01;SGM VO Vrije Schoolond;0355;ZEIST;ZEIST;Utrecht;HAVO;1031;kumu;kunst (muziek);;0;0;4;7,4;4;7,4;4;7,0;4;7,0;7,0;,0
2018;00CB;01;SGM VO Vrije Schoolond;0355;ZEIST;ZEIST;Utrecht;HAVO;1032;kudr;kunst (drama);;0;0;23;7,2;23;7,2;23;6,4;23;6,4;6,9;,0
2018;00CB;01;SGM VO Vrije Schoolond;0355;ZEIST;ZEIST;Utrecht;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,4
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;0131;ak;aardrijkskunde;;0;0;50;6,5;50;6,5;50;6,3;50;6,3;6,4;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;0353;lo;lichamelijke opvoeding;G;57;57;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;0353;lo;lichamelijke opvoeding;V;23;23;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;84;6,6;84;6,6;84;6,3;84;6,3;6,5;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1002;entl;Engelse taal en literatuur;;0;0;84;6,9;84;6,9;84;6,9;84;6,9;7,0;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1003;fatl;Franse taal en literatuur;;0;0;19;6,3;19;6,3;19;6,0;19;6,0;6,2;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;18;6,7;18;6,7;18;5,8;18;5,8;6,2;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1018;biol;biologie;;0;0;22;6,7;22;6,7;22;5,9;22;5,9;6,4;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1019;maat;maatschappijleer;;0;0;84;7,3;0;,0;0;,0;0;,0;7,3;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;84;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1021;ges;geschiedenis;;0;0;57;6,5;57;6,5;57;6,2;57;6,2;6,3;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1022;econ;economie;;0;0;67;6,3;67;6,3;67;5,9;67;5,9;6,1;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1023;nat;natuurkunde;;0;0;17;6,1;17;6,1;17;5,9;17;5,9;5,9;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1024;wisA;wiskunde A;;0;0;51;6,1;51;6,1;51;6,2;51;6,2;6,1;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1025;wisB;wiskunde B;;0;0;25;5,8;25;5,8;25;6,0;25;6,0;5,9;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1027;wisD;wiskunde D;;0;0;7;6,1;0;,0;0;,0;0;,0;6,3;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1028;schk;scheikunde;;0;0;27;6,2;27;6,2;27;6,5;27;6,5;6,3;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;28;6,9;28;6,9;28;6,1;28;6,1;6,5;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1031;kumu;kunst (muziek);;0;0;15;6,8;15;6,8;15;6,1;15;6,1;6,5;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1032;kudr;kunst (drama);;0;0;23;6,9;23;6,9;23;6,5;23;6,5;6,7;,0
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,4
2018;00CB;02;SGM VO Vrije Schoolond;0772;EINDHOVEN;EINDHOVEN;Noord-Brabant;HAVO;1123;R3ER;rekentoets 3ER;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;0131;ak;aardrijkskunde;;0;0;73;6,1;73;6,1;73;6,0;73;6,0;6,1;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;0251;m&o;management en organisatie;;0;0;34;6,2;34;6,2;34;6,0;34;6,0;6,1;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;0260;mu;muziek;;0;0;8;7,0;8;7,0;8;5,5;8;5,5;6,3;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;0270;te;tekenen;;0;0;14;6,6;14;6,6;14;6,7;14;6,7;6,7;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;0353;lo;lichamelijke opvoeding;G;44;44;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;0353;lo;lichamelijke opvoeding;V;80;80;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;125;6,3;125;6,3;125;6,2;125;6,2;6,3;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1002;entl;Engelse taal en literatuur;;0;0;125;6,1;125;6,1;125;6,8;125;6,8;6,5;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1003;fatl;Franse taal en literatuur;;0;0;28;6,7;28;6,7;28;6,3;28;6,3;6,5;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;47;6,3;47;6,3;47;6,0;47;6,0;6,3;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1018;biol;biologie;;0;0;71;5,7;71;5,7;71;6,0;71;6,0;5,9;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1019;maat;maatschappijleer;;0;0;125;6,7;0;,0;0;,0;0;,0;6,7;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;99;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;7;7;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;18;18;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1021;ges;geschiedenis;;0;0;63;6,0;63;6,0;63;6,2;63;6,2;6,1;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1022;econ;economie;;0;0;72;6,2;72;6,2;72;6,3;72;6,3;6,2;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1023;nat;natuurkunde;;0;0;34;6,0;34;6,0;34;6,4;34;6,4;6,3;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1024;wisA;wiskunde A;;0;0;81;6,3;81;6,3;81;6,7;81;6,7;6,5;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1025;wisB;wiskunde B;;0;0;42;6,2;42;6,2;42;6,5;42;6,5;6,3;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1027;wisD;wiskunde D;;0;0;9;6,3;0;,0;0;,0;0;,0;6,3;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1028;schk;scheikunde;;0;0;70;6,2;70;6,2;70;6,7;70;6,7;6,6;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;11;6,9;0;,0;0;,0;0;,0;6,9;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;125;7,4;0;,0;0;,0;0;,0;7,4;,0
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,7
2018;00DI;02;rsg de Borgen;1969;WESTERKWARTIER;LEEK;Groningen;HAVO;1123;R3ER;rekentoets 3ER;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;16;5,8;16;5,8;16;5,7;16;5,7;5,8;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;0251;m&o;management en organisatie;;0;0;15;6,0;15;6,0;15;6,1;15;6,1;6,1;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;0260;mu;muziek;;0;0;11;7,2;11;7,2;11;5,7;11;5,7;6,5;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;0270;te;tekenen;;0;0;9;7,2;9;7,2;9;5,8;9;5,8;6,6;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;G;27;27;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;63;63;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;28;5,9;28;5,9;28;5,9;28;5,9;6,0;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;91;6,5;0;,0;0;,0;0;,0;6,5;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;91;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;66;6,0;66;6,0;66;6,3;66;6,3;6,2;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1022;econ;economie;;0;0;60;5,6;60;5,6;60;5,8;60;5,8;5,8;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;24;5,9;24;5,9;24;5,8;24;5,8;5,9;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;66;6,2;66;6,2;66;6,1;66;6,1;6,2;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;22;5,9;22;5,9;22;5,4;22;5,4;5,8;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;26;5,9;26;5,9;26;5,4;26;5,4;5,6;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;30;6,6;30;6,6;30;6,2;30;6,2;6,4;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;32;6,5;0;,0;0;,0;0;,0;6,7;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1039;lit;literatuur;;0;0;91;6,6;0;,0;0;,0;0;,0;6,6;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1062;nezl;Nederlandse taal;;0;0;91;6,3;91;6,3;91;5,6;91;5,6;6,0;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1063;enzl;Engelse taal;;0;0;91;6,4;91;6,4;91;6,7;91;6,7;6,6;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1064;fazl;Franse taal;;0;0;32;6,2;32;6,2;32;5,7;32;5,7;6,0;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1065;duzl;Duitse taal;;0;0;36;6,4;36;6,4;36;5,7;36;5,7;6,1;,0
2018;00HI;00;SGM Dalton Vatel;1916;LEIDSCHENDAM-VOORBURG;VOORBURG;Zuid-Holland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,2
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;19;6,4;19;6,4;19;6,7;19;6,7;6,6;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;14;6,3;14;6,3;14;6,8;14;6,8;6,4;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;G;52;52;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;27;27;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;79;6,3;79;6,3;79;6,3;79;6,3;6,4;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;79;6,6;79;6,6;79;7,0;79;7,0;6,8;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;16;6,2;16;6,2;16;5,1;16;5,1;5,7;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;17;6,0;17;6,0;17;5,5;17;5,5;5,8;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1012;s-e;Spaanse taal en literatuur (elementair);;0;0;35;7,5;0;,0;0;,0;0;,0;7,6;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1018;biol;biologie;;0;0;44;6,3;44;6,3;44;6,0;44;6,0;6,2;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;79;7,0;0;,0;0;,0;0;,0;7,0;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;75;7,3;0;,0;0;,0;0;,0;7,3;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;4;4;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;44;6,0;42;6,0;44;6,1;42;6,1;6,0;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1022;econ;economie;;0;0;35;6,5;35;6,5;35;6,6;35;6,6;6,5;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;17;6,6;17;6,6;17;6,6;17;6,6;6,6;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;53;6,5;53;6,5;53;6,7;53;6,7;6,7;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;20;6,0;20;6,0;20;6,5;20;6,5;6,3;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;37;5,9;37;5,9;37;6,7;37;6,7;6,4;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1031;kumu;kunst (muziek);;0;0;9;6,7;9;6,7;9;6,8;9;6,8;6,7;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1032;kudr;kunst (drama);;0;0;10;6,7;10;6,7;10;7,2;10;7,2;7,1;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;21;6,7;21;6,7;21;6,7;21;6,7;6,7;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;28;6,7;0;,0;0;,0;0;,0;6,7;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;9;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;00IP;00;Kath SGM Hoofddorp;0394;HAARLEMMERMEER;HOOFDDORP;Noord-Holland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,3
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;94;6,4;94;6,4;94;6,4;94;6,4;6,4;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;0161;in;informatica;;0;0;18;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;0251;m&o;management en organisatie;;0;0;43;6,1;43;6,1;43;5,9;43;5,9;6,0;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;0260;mu;muziek;;0;0;14;6,8;14;6,8;14;5,6;14;5,6;6,1;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;G;49;49;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;132;132;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;181;6,3;181;6,3;181;6,2;181;6,2;6,3;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;181;6,5;181;6,5;181;6,8;181;6,8;6,7;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;22;6,7;22;6,7;22;6,1;22;6,1;6,4;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;33;6,1;33;6,1;33;5,7;33;5,7;5,9;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1005;sptl;Spaanse taal en literatuur;;0;0;6;6,2;6;6,2;6;6,9;6;6,9;6,5;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;66;6,0;66;6,0;66;6,0;66;6,0;6,0;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;181;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;181;6,9;0;,0;0;,0;0;,0;6,9;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;104;6,1;104;6,1;104;5,8;104;5,8;6,0;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1022;econ;economie;;0;0;95;6,2;95;6,2;95;6,1;95;6,1;6,1;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;50;5,9;50;5,9;50;6,4;50;6,4;6,2;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;130;6,4;130;6,4;130;6,6;130;6,6;6,6;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;41;6,4;41;6,4;41;6,5;41;6,5;6,5;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;77;6,0;77;6,0;77;6,6;77;6,6;6,3;,0
2018;00JR;00;SGM Spieringshoek;0606;SCHIEDAM;SCHIEDAM;Zuid-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;23;6,4;23;6,4;23;6,2;23;6,2;6,4;,0
